tower_id,tower_name,region,network_type,measurement_date,measurement_hour,avg_latency_ms,avg_download_speed_mbps,avg_upload_speed_mbps,packet_loss_pct,signal_strength_dbm,active_users,data_volume_gb,peak_concurrent_users,call_drop_rate_pct,handover_success_rate_pct,availability_pct
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-06,20,35.7,369.6,75.1,2.7,-80.1,1117,2293.5,1424,3.7,98.7,99.6
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-06,22,21.0,470.2,88.1,3.4,-76.6,907,2250.4,1164,1.6,95.2,98.3
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-06,8,15.6,844.0,140.3,0.5,-69.0,2341,5571.8,2871,1.2,96.6,99.0
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-06,12,17.4,808.2,126.4,1.0,-73.2,2805,4290.2,3565,1.2,97.1,97.9
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-06,14,16.2,858.8,155.6,0.5,-66.3,3953,8039.1,4424,0.6,95.4,97.1
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-06,18,22.4,733.7,102.5,0.5,-69.6,5803,10416.5,6554,1.6,95.8,98.1
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-06,20,20.9,788.4,136.2,0.7,-68.0,4475,9487.3,5517,0.7,95.7,99.8
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-06,22,16.6,910.9,125.7,0.3,-72.8,3559,6611.6,4497,0.8,98.5,97.3
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-06,8,14.9,918.3,133.4,0.7,-69.9,2925,6021.4,3631,0.6,97.0,99.7
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-06,12,13.9,726.7,129.7,1.3,-67.6,4535,7159.4,5777,0.8,97.8,98.6
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-06,14,14.0,907.2,152.4,1.3,-69.7,1908,4659.4,2264,0.6,95.3,98.6
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-06,18,20.4,798.7,130.4,0.7,-67.2,5819,13447.3,6880,0.8,97.8,98.0
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-06,20,15.0,809.2,124.2,1.1,-68.6,3336,7053.2,4244,0.8,96.7,99.6
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-06,22,12.4,906.0,133.9,1.0,-70.0,2471,5920.3,2918,1.1,95.8,99.0
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-06,8,18.4,950.5,140.8,0.9,-67.2,3122,5870.4,3732,0.7,98.2,99.4
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-06,12,17.8,858.0,110.1,0.7,-71.6,2975,6039.7,3511,1.4,97.9,99.3
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-06,14,13.7,908.7,133.3,0.8,-73.8,3558,7654.8,4156,0.4,98.5,99.5
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-06,18,14.7,827.0,132.2,0.6,-75.6,5180,9092.1,6111,0.8,96.1,97.8
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-06,20,13.6,767.2,125.4,1.0,-68.2,4172,6534.1,4723,1.2,98.1,97.1
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-06,22,15.9,882.8,115.9,0.6,-74.2,2109,4205.3,2540,0.5,99.1,97.8
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-06,8,22.8,401.5,87.3,2.9,-80.0,751,1546.0,872,2.9,99.1,99.6
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-06,12,30.2,438.0,72.8,4.5,-79.4,1565,2762.4,1959,2.5,99.1,98.9
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-06,14,28.4,406.0,85.1,3.4,-76.1,820,1697.6,1021,2.1,96.5,98.3
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-06,18,29.5,424.1,67.4,3.2,-80.5,1624,3416.5,2081,2.9,96.3,97.8
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-06,20,37.5,434.6,78.2,4.0,-77.5,1569,3430.3,1981,3.6,96.5,98.1
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-06,22,29.4,468.0,74.0,3.9,-80.2,841,1682.7,989,1.8,98.9,97.7
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-06,8,21.4,426.7,86.7,2.2,-80.1,1052,2006.4,1227,1.8,98.2,97.2
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-06,12,30.8,441.9,75.5,2.9,-79.3,1720,3092.3,2164,4.2,99.2,97.2
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-06,14,20.7,513.0,76.1,2.9,-81.2,877,1583.4,1083,2.8,95.6,98.4
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-06,18,33.3,350.0,72.7,2.7,-80.2,1374,2329.9,1575,3.3,95.6,97.4
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-06,20,31.2,427.9,77.1,3.3,-79.1,1405,3382.5,1610,2.0,99.2,99.5
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-06,22,30.2,482.5,90.3,1.9,-81.3,957,1880.5,1131,2.3,97.0,99.7
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-06,8,12.4,802.5,124.4,0.9,-71.0,2730,6779.4,3342,0.6,97.6,99.4
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-06,12,18.8,770.9,133.8,1.0,-69.9,3208,7386.2,3535,0.7,95.7,97.6
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-06,14,13.1,867.7,121.4,1.3,-76.5,2416,4158.8,3135,0.8,96.6,98.7
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-06,18,17.6,819.7,141.8,0.4,-71.4,4289,7477.6,4773,1.6,98.3,98.6
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-06,20,17.2,763.9,109.5,1.0,-71.1,5511,13640.3,6159,0.8,98.5,97.0
TWR_PNG_001,5G Tower Georgetown,Penang,5G,2024-11-06,22,14.2,911.2,120.8,1.0,-67.9,3233,5551.0,4188,0.4,95.2,99.7
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-06,8,25.7,475.2,80.4,4.0,-79.1,1093,1665.3,1240,2.4,95.4,98.8
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-06,12,30.0,409.4,69.3,2.6,-78.0,1682,3040.3,2070,3.1,99.0,99.0
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-06,14,25.7,435.1,79.4,1.7,-77.4,1105,2585.7,1399,2.9,99.3,97.7
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-06,18,32.2,449.7,83.8,3.3,-77.2,1504,3563.5,1708,2.0,96.6,98.8
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-06,20,36.1,418.5,70.1,2.4,-76.1,1623,3531.4,1806,2.6,95.6,98.3
TWR_PNG_002,4G Tower Bayan Lepas,Penang,4G,2024-11-06,22,31.2,474.7,80.8,3.6,-81.3,665,1607.9,854,1.6,99.0,97.2
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-06,8,21.8,419.0,84.2,2.9,-80.4,865,1592.5,1051,2.8,95.6,99.2
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-06,12,29.6,421.4,71.6,3.2,-77.5,1098,2360.4,1378,4.1,95.0,99.0
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-06,14,29.3,436.0,83.1,2.0,-81.8,821,1977.3,1044,1.7,97.9,97.7
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-06,18,36.9,370.2,68.2,2.9,-80.5,1234,3051.7,1385,2.0,98.4,99.5
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-06,20,26.9,399.9,73.7,2.7,-75.4,1276,3020.7,1516,3.1,97.8,98.8
TWR_PNG_003,4G Tower Butterworth,Penang,4G,2024-11-06,22,23.5,497.8,82.8,2.3,-76.5,927,2233.5,1088,3.1,97.0,97.3
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-06,8,17.7,813.2,145.0,1.3,-76.0,2919,4432.0,3248,1.2,95.3,97.5
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-06,12,16.4,703.2,107.9,1.0,-67.9,4245,6592.7,5137,0.6,96.8,99.3
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-06,14,15.3,892.5,146.6,0.7,-73.1,3089,7253.1,3990,0.8,95.4,97.1
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-06,18,17.6,830.4,123.1,0.6,-71.0,3276,5527.6,3684,1.2,99.4,97.0
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-06,20,18.9,811.0,109.8,1.3,-75.7,5144,8702.9,6640,1.0,95.7,97.4
TWR_JHR_001,5G Tower Johor Bahru Central,Johor,5G,2024-11-06,22,15.0,860.8,139.1,1.0,-73.4,2857,6250.6,3480,1.2,97.8,98.9
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-06,8,26.9,472.5,74.8,3.9,-79.6,1001,1588.5,1200,2.1,98.5,98.6
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-06,12,37.9,362.5,71.8,4.6,-76.0,1181,2270.6,1527,3.0,95.9,97.3
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-06,14,25.0,455.6,82.8,2.9,-80.1,656,1620.7,755,2.6,97.6,99.1
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-06,18,30.6,406.9,66.1,3.9,-76.8,1128,2438.0,1389,3.1,99.5,99.8
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-06,20,28.8,434.0,77.2,2.7,-81.5,1591,3330.0,1954,3.9,99.2,98.0
TWR_JHR_002,4G Tower Iskandar Puteri,Johor,4G,2024-11-06,22,22.8,412.6,92.2,2.3,-76.0,576,1205.9,672,2.6,99.3,97.2
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-06,8,26.1,409.1,77.3,3.2,-79.2,952,1954.1,1143,2.8,97.0,97.2
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-06,12,35.5,425.1,72.4,3.5,-79.5,1299,2563.6,1531,2.7,97.7,98.9
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-06,14,22.0,412.1,83.8,2.9,-79.5,1168,1966.3,1466,3.2,99.3,99.6
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-06,18,30.1,426.8,67.5,3.4,-78.1,1459,2209.1,1743,3.6,97.4,98.3
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-06,20,29.2,429.3,75.9,2.3,-78.8,1210,2243.6,1379,3.0,98.4,99.1
TWR_JHR_003,4G Tower Skudai,Johor,4G,2024-11-06,22,28.9,418.7,72.9,2.1,-81.1,1007,2374.0,1242,3.3,98.8,99.9
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-06,8,20.5,467.0,84.7,2.9,-82.9,991,1658.6,1125,3.1,98.7,97.3
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-06,12,28.3,434.5,70.7,4.2,-81.6,1570,3618.2,2016,2.6,97.4,98.7
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-06,14,26.8,403.8,87.4,2.7,-74.5,660,1183.8,761,2.5,98.8,97.7
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-06,18,27.5,454.4,69.8,4.2,-76.9,977,1881.2,1257,2.6,96.4,99.8
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-06,20,33.0,389.5,71.4,4.4,-77.7,1254,2280.8,1578,4.4,98.2,97.5
TWR_SBH_001,4G Tower Kota Kinabalu,Sabah,4G,2024-11-06,22,24.9,430.4,88.8,4.0,-76.5,1218,1854.4,1551,1.9,95.3,99.5
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-06,8,27.6,463.8,90.5,3.0,-80.3,997,1518.1,1185,2.7,99.0,97.9
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-06,12,32.8,418.7,71.2,4.3,-77.0,1497,3092.5,1922,2.1,95.5,97.3
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-06,14,26.7,452.7,80.1,2.0,-79.0,1013,2297.5,1169,1.5,96.2,98.3
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-06,18,31.0,401.7,67.1,4.4,-75.8,1252,3059.3,1513,3.8,96.3,98.5
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-06,20,32.7,467.1,78.0,3.7,-82.2,1520,2500.8,1758,3.2,96.1,97.2
TWR_SBH_002,4G Tower Sandakan,Sabah,4G,2024-11-06,22,23.4,426.5,75.0,2.2,-79.8,678,1224.5,865,1.8,97.6,99.0
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-06,8,24.3,432.8,78.6,2.7,-81.0,747,1850.7,846,2.3,95.2,98.9
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-06,12,28.5,395.2,74.0,3.1,-76.9,1635,2776.7,1809,2.5,96.1,97.1
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-06,14,24.1,494.2,84.2,3.1,-77.6,778,1771.5,930,3.0,96.6,97.4
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-06,18,31.9,464.3,77.1,3.3,-77.2,1547,3778.6,1743,2.6,96.0,97.7
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-06,20,25.6,358.7,71.5,3.3,-77.4,1707,2754.9,2104,3.5,96.6,97.3
TWR_SWK_001,4G Tower Kuching,Sarawak,4G,2024-11-06,22,27.8,472.1,88.7,1.7,-81.1,660,1614.5,726,1.4,96.1,98.1
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-06,8,30.6,420.7,85.3,2.8,-77.2,946,1837.7,1203,2.2,95.4,99.1
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-06,12,29.0,392.4,79.3,2.9,-82.4,1166,2319.7,1465,2.7,95.0,97.3
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-06,14,26.0,403.1,88.8,2.1,-79.0,1014,1972.1,1293,2.6,96.3,97.9
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-06,18,27.3,423.3,73.6,3.1,-77.1,1325,2106.8,1692,3.2,96.2,98.5
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-06,20,29.0,346.3,81.2,4.9,-78.5,1552,3208.3,1929,3.6,98.6,98.0
TWR_SWK_002,4G Tower Miri,Sarawak,4G,2024-11-06,22,22.1,438.2,75.5,2.4,-77.7,897,1680.3,1021,2.1,97.6,99.6
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-06,8,26.1,489.4,88.8,3.1,-77.3,593,1025.2,670,2.5,95.2,99.1
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-06,12,28.4,393.7,74.1,3.0,-80.1,1744,4191.2,1934,2.4,98.9,99.7
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-06,14,23.8,420.6,93.6,2.2,-80.9,688,1076.0,820,2.4,97.6,99.3
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-06,18,29.6,357.8,71.6,3.4,-80.9,1536,3091.9,1864,2.1,96.0,98.7
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-06,20,26.6,406.1,80.0,3.9,-77.8,1183,2764.6,1484,3.9,96.6,98.6
TWR_MLK_001,4G Tower Melaka Central,Melaka,4G,2024-11-06,22,28.5,423.0,82.6,2.2,-76.7,860,1807.1,1035,1.7,96.2,98.3
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-06,8,31.1,507.6,87.3,2.7,-79.0,988,1737.9,1167,2.4,97.3,98.8
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-06,12,37.8,378.6,67.9,2.7,-80.2,1411,3280.7,1762,1.9,97.3,99.5
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-06,14,32.4,437.9,76.9,2.4,-77.9,946,1980.0,1185,2.7,98.0,98.5
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-06,18,34.9,434.8,66.0,3.8,-82.2,1376,3289.6,1658,3.3,96.5,99.5
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-06,20,35.7,359.6,75.4,3.1,-80.5,1428,3428.5,1669,3.0,96.3,98.3
TWR_IPH_001,4G Tower Ipoh,Perak,4G,2024-11-06,22,29.1,462.7,76.0,3.5,-81.0,668,1371.4,771,2.5,98.8,99.2
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-06,8,27.7,470.1,74.6,2.4,-76.8,778,1771.5,980,1.9,95.7,97.1
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-06,12,27.2,387.3,73.8,3.8,-74.5,1259,2622.4,1446,3.6,95.6,97.4
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-06,14,28.9,434.9,82.5,3.3,-82.5,786,1942.7,974,1.8,99.3,97.1
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-06,18,32.0,407.2,69.8,3.9,-78.2,1347,3033.9,1566,3.5,98.4,98.0
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-06,20,32.9,380.6,71.8,3.7,-79.2,987,1494.1,1277,4.0,97.4,98.7
TWR_IPH_002,4G Tower Taiping,Perak,4G,2024-11-06,22,21.9,466.6,72.8,2.7,-75.8,1057,2175.7,1303,2.0,99.4,97.5
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-07,8,14.0,847.8,144.3,0.9,-75.7,3191,5395.3,4084,0.8,98.5,98.4
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-07,12,16.1,717.6,113.7,0.7,-69.7,3093,5172.2,3917,1.4,96.2,99.2
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-07,14,16.4,890.7,140.2,1.0,-73.0,2952,7119.7,3250,1.0,97.8,99.0
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-07,18,19.4,774.4,122.9,0.9,-75.4,3251,5242.2,3594,0.7,96.1,99.0
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-07,20,16.9,787.0,117.6,0.6,-71.0,5059,7680.7,5581,1.2,99.1,99.3
TWR_KL_001,5G Tower KLCC,Kuala Lumpur,5G,2024-11-07,22,16.1,949.7,139.9,0.7,-71.6,2071,4807.3,2486,0.7,98.6,97.9
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-07,8,17.6,845.3,146.7,1.1,-72.8,3263,6729.9,4044,0.7,98.0,99.5
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-07,12,16.4,703.7,128.6,0.8,-73.2,2711,5875.6,3329,0.6,96.6,98.8
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-07,14,13.6,869.9,131.1,0.9,-71.1,3224,5469.0,4038,0.4,96.7,97.9
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-07,18,15.8,744.3,122.4,0.6,-73.2,2912,4529.8,3235,1.3,96.5,97.1
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-07,20,16.0,822.3,107.9,1.5,-69.0,3098,7655.6,3772,1.4,98.6,99.0
TWR_KL_002,5G Tower Bukit Bintang,Kuala Lumpur,5G,2024-11-07,22,15.8,916.6,124.5,0.7,-70.2,3634,6840.2,4643,0.9,95.5,97.7
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-07,8,14.2,913.7,150.5,0.9,-70.7,3440,6782.0,4033,0.4,98.0,97.6
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-07,12,20.6,786.5,127.4,0.9,-71.7,4172,6735.2,4775,0.5,95.7,99.6
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-07,14,12.0,823.7,137.3,0.6,-72.8,3537,6990.2,4088,0.8,96.1,97.9
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-07,18,19.2,825.6,117.0,0.7,-71.2,4536,10511.5,5067,1.3,97.1,98.7
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-07,20,16.6,740.1,126.0,1.3,-69.6,5575,8830.4,6577,1.0,96.3,99.2
TWR_KL_003,5G Tower Mont Kiara,Kuala Lumpur,5G,2024-11-07,22,12.7,876.9,133.5,0.7,-73.7,3431,7549.6,3779,0.6,97.5,98.8
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-07,8,14.0,863.8,129.9,0.8,-71.3,2658,5549.5,3396,1.0,99.5,98.7
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-07,12,19.5,791.4,113.9,1.2,-69.2,5338,10520.7,5978,1.6,99.0,97.5
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-07,14,18.6,797.3,144.4,0.8,-72.3,2113,4003.6,2559,0.9,98.7,99.3
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-07,18,16.8,705.1,112.7,1.5,-67.2,5442,8872.6,6368,1.1,96.8,98.3
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-07,20,14.4,702.4,108.3,1.7,-74.7,3615,7645.8,4668,0.6,96.9,97.7
TWR_KL_004,5G Tower Cheras,Kuala Lumpur,5G,2024-11-07,22,14.6,824.3,136.4,0.6,-73.0,2947,6404.9,3378,0.4,96.8,99.1
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-07,8,26.8,419.1,83.2,3.1,-77.9,1195,2101.6,1535,2.6,98.7,99.6
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-07,12,32.8,395.2,76.6,2.8,-78.5,1731,2802.7,2159,3.1,96.8,99.6
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-07,14,23.0,417.3,86.9,2.0,-80.2,937,2131.8,1165,1.3,98.3,98.2
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-07,18,32.2,409.9,76.9,2.8,-81.2,1343,2425.9,1612,2.4,96.3,97.9
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-07,20,33.0,397.7,74.2,2.7,-76.6,1253,2857.0,1504,2.7,97.9,99.6
TWR_KL_005,4G Tower Ampang,Kuala Lumpur,4G,2024-11-07,22,24.4,416.2,85.6,3.2,-76.9,1047,1970.6,1183,2.0,96.0,97.6
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-07,8,15.7,907.0,142.6,0.6,-74.3,1995,3426.2,2365,0.4,95.2,99.5
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-07,12,16.9,891.9,138.8,1.0,-69.5,3148,5070.0,3816,0.6,95.9,99.3
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-07,14,13.8,776.1,142.7,0.9,-69.7,3187,4936.1,3690,1.2,98.7,99.3
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-07,18,16.7,767.7,126.4,0.7,-72.7,4329,8269.3,5177,1.1,99.4,97.0
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-07,20,16.1,802.5,128.0,0.4,-72.5,4210,8473.2,4995,1.6,95.6,98.1
TWR_SEL_001,5G Tower Shah Alam,Selangor,5G,2024-11-07,22,13.9,852.8,134.7,0.8,-74.1,2200,4438.2,2818,0.5,96.5,99.0
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-07,8,13.1,926.1,123.7,0.3,-67.3,2504,4465.5,3096,1.3,97.7,99.0
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-07,12,18.5,749.0,120.7,0.7,-69.8,6072,13104.5,7558,1.5,97.2,97.5
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-07,14,18.1,875.2,127.4,0.9,-72.7,2184,3987.9,2615,0.6,96.8,97.1
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-07,18,14.6,825.7,116.2,0.5,-72.9,2761,4881.5,3192,0.7,96.3,98.6
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-07,20,18.8,688.7,133.2,0.7,-72.3,3250,6375.0,3742,0.8,96.8,98.5
TWR_SEL_002,5G Tower Petaling Jaya,Selangor,5G,2024-11-07,22,17.2,902.3,146.8,0.3,-73.0,3237,7343.7,3727,1.4,99.1,99.8
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-07,8,13.2,785.8,120.0,0.3,-70.5,3044,7421.2,3777,1.0,97.7,99.2
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-07,12,17.0,860.6,103.7,1.7,-71.4,3628,8876.4,3995,1.4,97.5,99.5
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-07,14,13.4,911.7,140.6,1.2,-73.0,4058,7079.7,4888,0.8,95.1,99.8
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-07,18,16.8,857.4,114.5,1.6,-71.7,5381,8448.5,6206,1.0,97.5,98.3
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-07,20,22.0,776.6,129.6,1.3,-71.4,6115,12945.9,7900,1.2,97.5,97.5
TWR_SEL_003,5G Tower Subang Jaya,Selangor,5G,2024-11-07,22,13.3,849.8,123.0,0.5,-71.5,2218,4485.9,2718,1.1,97.1,98.4
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-07,8,24.6,447.7,83.2,3.5,-78.6,1186,2884.1,1485,2.7,97.7,97.1
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-07,12,37.7,407.5,68.0,4.4,-78.3,1476,2746.1,1881,3.7,98.5,99.9
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-07,14,22.7,474.3,83.3,2.7,-78.0,797,1704.5,885,2.1,98.0,99.0
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-07,18,26.1,392.5,75.1,4.2,-77.3,1336,2537.0,1628,4.1,97.4,98.4
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-07,20,33.0,373.3,75.2,3.3,-79.5,1554,3094.2,1937,1.9,96.7,97.8
TWR_SEL_004,4G Tower Klang,Selangor,4G,2024-11-07,22,22.4,417.1,75.0,2.0,-78.1,598,1277.8,719,2.7,98.5,99.2
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-07,8,26.9,420.6,80.0,2.0,-80.4,620,1210.2,743,1.5,97.7,98.1
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-07,12,31.4,432.7,69.7,2.9,-78.9,1071,2591.7,1353,2.4,96.4,98.7
TWR_SEL_005,4G Tower Kajang,Selangor,4G,2024-11-07,14,25.4,449.9,85.5,3.6,-81.9,1002,2338.6,1242,2.6,95.9,97.2
